danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.744,0.42,1,-9.309,1,0.077,0.406,0.583,0.373,0.48,137.471,audio_features,3Ch6KUaWojcIFpdCXE8yYE,spotify:track:3Ch6KUaWojcIFpdCXE8yYE,https://api.spotify.com/v1/tracks/3Ch6KUaWojcIFpdCXE8yYE,https://api.spotify.com/v1/audio-analysis/3Ch6KUaWojcIFpdCXE8yYE,140617,4,0
0.808,0.737,11,-4.538,0,0.0526,0.0602,1.12e-06,0.704,0.865,123.985,audio_features,0gn93i7HJt0calph67R5Wu,spotify:track:0gn93i7HJt0calph67R5Wu,https://api.spotify.com/v1/tracks/0gn93i7HJt0calph67R5Wu,https://api.spotify.com/v1/audio-analysis/0gn93i7HJt0calph67R5Wu,160687,4,7
0.656,0.94,4,-4.036,0,0.249,0.0318,0.0,0.248,0.621,160.06,audio_features,5Dx4YAS2w4NbldXlMfstvC,spotify:track:5Dx4YAS2w4NbldXlMfstvC,https://api.spotify.com/v1/tracks/5Dx4YAS2w4NbldXlMfstvC,https://api.spotify.com/v1/audio-analysis/5Dx4YAS2w4NbldXlMfstvC,128125,4,4
0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4,3
0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,561jH07mF1jHuk7KlaeF0s,spotify:track:561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/tracks/561jH07mF1jHuk7KlaeF0s,https://api.spotify.com/v1/audio-analysis/561jH07mF1jHuk7KlaeF0s,250760,4,0
0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4,6
0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4,4
0.943,0.788,1,-5.676,1,0.0603,0.00118,0.000649,0.043,0.784,119.991,audio_features,59MVohcr4ayOZvXW51QU4Z,spotify:track:59MVohcr4ayOZvXW51QU4Z,https://api.spotify.com/v1/tracks/59MVohcr4ayOZvXW51QU4Z,https://api.spotify.com/v1/audio-analysis/59MVohcr4ayOZvXW51QU4Z,137500,4,0
0.777,0.488,11,-7.593,0,0.131,0.044,0.000418,0.0989,0.534,169.885,audio_features,0T6KVcaqFGMJBCJMLTuTHY,spotify:track:0T6KVcaqFGMJBCJMLTuTHY,https://api.spotify.com/v1/tracks/0T6KVcaqFGMJBCJMLTuTHY,https://api.spotify.com/v1/audio-analysis/0T6KVcaqFGMJBCJMLTuTHY,124079,4,3
0.795,0.571,4,-8.183,0,0.324,0.0556,0.0,0.29,0.801,94.278,audio_features,2lHn9lFiSlSJF3s3n88d8D,spotify:track:2lHn9lFiSlSJF3s3n88d8D,https://api.spotify.com/v1/tracks/2lHn9lFiSlSJF3s3n88d8D,https://api.spotify.com/v1/audio-analysis/2lHn9lFiSlSJF3s3n88d8D,211151,4,4
0.838,0.725,1,-4.556,1,0.133,0.391,0.0,0.319,0.379,140.043,audio_features,2i2xziPuLBeCm3LKq9CsTJ,spotify:track:2i2xziPuLBeCm3LKq9CsTJ,https://api.spotify.com/v1/tracks/2i2xziPuLBeCm3LKq9CsTJ,https://api.spotify.com/v1/audio-analysis/2i2xziPuLBeCm3LKq9CsTJ,151714,4,0
0.878,0.782,11,-5.915,0,0.335,0.0533,0.0,0.324,0.834,139.958,audio_features,17R9sE7EKPt1PBb2W87hSY,spotify:track:17R9sE7EKPt1PBb2W87hSY,https://api.spotify.com/v1/tracks/17R9sE7EKPt1PBb2W87hSY,https://api.spotify.com/v1/audio-analysis/17R9sE7EKPt1PBb2W87hSY,133355,4,4
0.915,0.678,10,-4.189,0,0.194,0.0209,0.0,0.176,0.636,99.999,audio_features,78ZKxqrqmOSAc9UVsMbimO,spotify:track:78ZKxqrqmOSAc9UVsMbimO,https://api.spotify.com/v1/tracks/78ZKxqrqmOSAc9UVsMbimO,https://api.spotify.com/v1/audio-analysis/78ZKxqrqmOSAc9UVsMbimO,92059,4,3
0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,audio_features,0HqZX76SFLDz2aW8aiqi7G,spotify:track:0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/tracks/0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/audio-analysis/0HqZX76SFLDz2aW8aiqi7G,165265,4,3
0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4,2
0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,audio_features,0AUyNF6iFxMNQsNx2nhtrw,spotify:track:0AUyNF6iFxMNQsNx2nhtrw,https://api.spotify.com/v1/tracks/0AUyNF6iFxMNQsNx2nhtrw,https://api.spotify.com/v1/audio-analysis/0AUyNF6iFxMNQsNx2nhtrw,216721,4,3
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4,3
0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4,0
0.927,0.642,10,-4.466,0,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,audio_features,0TyUOnU4H4GLqOcrH0auc8,spotify:track:0TyUOnU4H4GLqOcrH0auc8,https://api.spotify.com/v1/tracks/0TyUOnU4H4GLqOcrH0auc8,https://api.spotify.com/v1/audio-analysis/0TyUOnU4H4GLqOcrH0auc8,190883,4,3
0.714,0.73,0,-5.564,1,0.0438,0.0256,0.0,0.177,0.873,97.983,audio_features,1VMBapbhHidf6ALFszT7w1,spotify:track:1VMBapbhHidf6ALFszT7w1,https://api.spotify.com/v1/tracks/1VMBapbhHidf6ALFszT7w1,https://api.spotify.com/v1/audio-analysis/1VMBapbhHidf6ALFszT7w1,159851,4,0
0.73,0.355,1,-12.5,1,0.0633,0.616,0.853,0.106,0.154,89.985,audio_features,7rl6ydratKcJCeIkC4gdQu,spotify:track:7rl6ydratKcJCeIkC4gdQu,https://api.spotify.com/v1/tracks/7rl6ydratKcJCeIkC4gdQu,https://api.spotify.com/v1/audio-analysis/7rl6ydratKcJCeIkC4gdQu,123011,4,2
0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,audio_features,2alc8VZAzDgdAsL2QMk3hu,spotify:track:2alc8VZAzDgdAsL2QMk3hu,https://api.spotify.com/v1/tracks/2alc8VZAzDgdAsL2QMk3hu,https://api.spotify.com/v1/audio-analysis/2alc8VZAzDgdAsL2QMk3hu,106000,4,0
0.507,0.84,10,-5.877,0,0.27,0.000194,2.33e-06,0.27,0.712,120.019,audio_features,65gSk6PAYyLER55TJ6Ww0A,spotify:track:65gSk6PAYyLER55TJ6Ww0A,https://api.spotify.com/v1/tracks/65gSk6PAYyLER55TJ6Ww0A,https://api.spotify.com/v1/audio-analysis/65gSk6PAYyLER55TJ6Ww0A,89900,4,3
0.687,0.745,2,-5.214,0,0.0491,0.142,0.00236,0.128,0.367,156.022,audio_features,4u8IMzrDUt5LujU8wlfk90,spotify:track:4u8IMzrDUt5LujU8wlfk90,https://api.spotify.com/v1/tracks/4u8IMzrDUt5LujU8wlfk90,https://api.spotify.com/v1/audio-analysis/4u8IMzrDUt5LujU8wlfk90,78000,4,5
0.803,0.64,1,-4.721,1,0.151,0.583,0.000331,0.437,0.816,140.073,audio_features,0N0h5lXc4HOiLgGb9EZi8m,spotify:track:0N0h5lXc4HOiLgGb9EZi8m,https://api.spotify.com/v1/tracks/0N0h5lXc4HOiLgGb9EZi8m,https://api.spotify.com/v1/audio-analysis/0N0h5lXc4HOiLgGb9EZi8m,96826,4,0
0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,audio_features,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393,4,4
0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,audio_features,1v1oIWf2Xgh54kIWuKsDf6,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/tracks/1v1oIWf2Xgh54kIWuKsDf6,https://api.spotify.com/v1/audio-analysis/1v1oIWf2Xgh54kIWuKsDf6,248827,4,2
0.685,0.514,0,-10.842,0,0.05,0.0339,0.0199,0.105,0.17,84.987,audio_features,6yJTqXoab2LWPtrZLbiPY9,spotify:track:6yJTqXoab2LWPtrZLbiPY9,https://api.spotify.com/v1/tracks/6yJTqXoab2LWPtrZLbiPY9,https://api.spotify.com/v1/audio-analysis/6yJTqXoab2LWPtrZLbiPY9,112949,4,2
0.767,0.593,4,-8.739,1,0.283,0.304,4.71e-06,0.113,0.423,86.005,audio_features,0vQr0gjhPDSzdDznVQuTJq,spotify:track:0vQr0gjhPDSzdDznVQuTJq,https://api.spotify.com/v1/tracks/0vQr0gjhPDSzdDznVQuTJq,https://api.spotify.com/v1/audio-analysis/0vQr0gjhPDSzdDznVQuTJq,201294,4,4
0.547,0.402,7,-12.781,1,0.149,0.0348,0.0619,0.111,0.155,169.899,audio_features,3XER2ce6Y6ql7es9CAoVKm,spotify:track:3XER2ce6Y6ql7es9CAoVKm,https://api.spotify.com/v1/tracks/3XER2ce6Y6ql7es9CAoVKm,https://api.spotify.com/v1/audio-analysis/3XER2ce6Y6ql7es9CAoVKm,146960,4,5
0.684,0.529,5,-10.846,0,0.079,0.118,4.64e-05,0.123,0.597,148.969,audio_features,3SDjeLDv1XW6HZkclPPEMu,spotify:track:3SDjeLDv1XW6HZkclPPEMu,https://api.spotify.com/v1/tracks/3SDjeLDv1XW6HZkclPPEMu,https://api.spotify.com/v1/audio-analysis/3SDjeLDv1XW6HZkclPPEMu,145164,4,3
0.648,0.401,6,-9.067,0,0.0529,0.0223,0.0436,0.0962,0.111,165.96,audio_features,1h87TZhHPtKr1iPrX4Zdtq,spotify:track:1h87TZhHPtKr1iPrX4Zdtq,https://api.spotify.com/v1/tracks/1h87TZhHPtKr1iPrX4Zdtq,https://api.spotify.com/v1/audio-analysis/1h87TZhHPtKr1iPrX4Zdtq,138803,4,5
0.783,0.476,5,-9.528,0,0.0468,0.107,0.00811,0.0797,0.351,108.001,audio_features,5LL0TBDl090ojXchmmdNcj,spotify:track:5LL0TBDl090ojXchmmdNcj,https://api.spotify.com/v1/tracks/5LL0TBDl090ojXchmmdNcj,https://api.spotify.com/v1/audio-analysis/5LL0TBDl090ojXchmmdNcj,195856,4,2
0.616,0.553,7,-10.731,1,0.106,0.0247,0.00145,0.193,0.33,82.561,audio_features,0EG9j2hA3zzEaLLJa8sEhC,spotify:track:0EG9j2hA3zzEaLLJa8sEhC,https://api.spotify.com/v1/tracks/0EG9j2hA3zzEaLLJa8sEhC,https://api.spotify.com/v1/audio-analysis/0EG9j2hA3zzEaLLJa8sEhC,108121,4,6
0.757,0.156,0,-18.45,1,0.157,0.578,0.00078,0.234,0.716,148.063,audio_features,4VtECrS9pl6WM6INgTPtSp,spotify:track:4VtECrS9pl6WM6INgTPtSp,https://api.spotify.com/v1/tracks/4VtECrS9pl6WM6INgTPtSp,https://api.spotify.com/v1/audio-analysis/4VtECrS9pl6WM6INgTPtSp,76851,4,0
0.746,0.526,2,-10.517,0,0.0675,0.0256,0.0,0.131,0.219,94.955,audio_features,2QSp1rLIt1X24ngS2vZNqu,spotify:track:2QSp1rLIt1X24ngS2vZNqu,https://api.spotify.com/v1/tracks/2QSp1rLIt1X24ngS2vZNqu,https://api.spotify.com/v1/audio-analysis/2QSp1rLIt1X24ngS2vZNqu,121451,4,2
0.67,0.428,5,-12.381,0,0.0775,0.06,0.13,0.116,0.374,169.988,audio_features,3ZsJnUQm5iFa3sL3YRaFpJ,spotify:track:3ZsJnUQm5iFa3sL3YRaFpJ,https://api.spotify.com/v1/tracks/3ZsJnUQm5iFa3sL3YRaFpJ,https://api.spotify.com/v1/audio-analysis/3ZsJnUQm5iFa3sL3YRaFpJ,112952,4,5
0.754,0.802,9,-6.424,1,0.0551,0.0349,0.0,0.335,0.583,122.026,audio_features,4Tt6GiWS2V9sQjZjS2xjp2,spotify:track:4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/tracks/4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/audio-analysis/4Tt6GiWS2V9sQjZjS2xjp2,199263,4,6
0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1,3
0.79,0.832,5,-5.291,0,0.103,0.0996,0.0,0.763,0.623,99.502,audio_features,1zCQXSnLkfXq3TzMLr6pWf,spotify:track:1zCQXSnLkfXq3TzMLr6pWf,https://api.spotify.com/v1/tracks/1zCQXSnLkfXq3TzMLr6pWf,https://api.spotify.com/v1/audio-analysis/1zCQXSnLkfXq3TzMLr6pWf,149577,4,7
0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,audio_features,3Pj6u2KTgepyyidp5xfbHp,spotify:track:3Pj6u2KTgepyyidp5xfbHp,https://api.spotify.com/v1/tracks/3Pj6u2KTgepyyidp5xfbHp,https://api.spotify.com/v1/audio-analysis/3Pj6u2KTgepyyidp5xfbHp,166356,4,3
0.789,0.509,6,-8.629,0,0.277,0.525,7.55e-06,0.0936,0.61,75.009,audio_features,39LJCSHy7nB1akjmhMQ7Y7,spotify:track:39LJCSHy7nB1akjmhMQ7Y7,https://api.spotify.com/v1/tracks/39LJCSHy7nB1akjmhMQ7Y7,https://api.spotify.com/v1/audio-analysis/39LJCSHy7nB1akjmhMQ7Y7,188042,4,4
0.775,0.684,6,-3.23,1,0.069,0.223,0.0,0.647,0.599,102.029,audio_features,1hkne8FgcV3ChQq13G9mQ2,spotify:track:1hkne8FgcV3ChQq13G9mQ2,https://api.spotify.com/v1/tracks/1hkne8FgcV3ChQq13G9mQ2,https://api.spotify.com/v1/audio-analysis/1hkne8FgcV3ChQq13G9mQ2,217278,4,7
0.743,0.367,3,-11.729,1,0.0335,0.907,0.0983,0.172,0.26,115.947,audio_features,3oELxRDbAzyvOodhd5FQzB,spotify:track:3oELxRDbAzyvOodhd5FQzB,https://api.spotify.com/v1/tracks/3oELxRDbAzyvOodhd5FQzB,https://api.spotify.com/v1/audio-analysis/3oELxRDbAzyvOodhd5FQzB,153103,4,2
0.754,0.591,0,-7.341,1,0.0414,0.219,0.0188,0.209,0.859,119.96,audio_features,4JuYtPKJJk0HobzktzN4Qg,spotify:track:4JuYtPKJJk0HobzktzN4Qg,https://api.spotify.com/v1/tracks/4JuYtPKJJk0HobzktzN4Qg,https://api.spotify.com/v1/audio-analysis/4JuYtPKJJk0HobzktzN4Qg,114250,4,0
0.71,0.596,9,-6.655,0,0.0575,0.132,0.000713,0.212,0.721,148.869,audio_features,2pJmSaPh5lMe4npn0Z6m8A,spotify:track:2pJmSaPh5lMe4npn0Z6m8A,https://api.spotify.com/v1/tracks/2pJmSaPh5lMe4npn0Z6m8A,https://api.spotify.com/v1/audio-analysis/2pJmSaPh5lMe4npn0Z6m8A,102664,4,3
0.912,0.507,2,-11.952,1,0.0587,0.579,0.0,0.167,0.725,134.978,audio_features,3RKjTYlQrtLXCq5ncswBPp,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556,4,0
0.807,0.311,4,-8.049,0,0.0454,0.00748,0.000222,0.123,0.689,120.047,audio_features,0ThZJxejhiu6bhu28vMFtM,spotify:track:0ThZJxejhiu6bhu28vMFtM,https://api.spotify.com/v1/tracks/0ThZJxejhiu6bhu28vMFtM,https://api.spotify.com/v1/audio-analysis/0ThZJxejhiu6bhu28vMFtM,82875,4,3
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4,6
0.625,0.829,8,-5.221,1,0.0976,0.301,0.0,0.107,0.131,109.976,audio_features,5MLreTrtwv7fGyyAy0RyeB,spotify:track:5MLreTrtwv7fGyyAy0RyeB,https://api.spotify.com/v1/tracks/5MLreTrtwv7fGyyAy0RyeB,https://api.spotify.com/v1/audio-analysis/5MLreTrtwv7fGyyAy0RyeB,201509,4,6
0.766,0.673,5,-5.066,0,0.239,0.00286,0.000594,0.486,0.705,84.947,audio_features,30uCmqegKQnH5AbOE51gPD,spotify:track:30uCmqegKQnH5AbOE51gPD,https://api.spotify.com/v1/tracks/30uCmqegKQnH5AbOE51gPD,https://api.spotify.com/v1/audio-analysis/30uCmqegKQnH5AbOE51gPD,169413,4,7
0.647,0.815,1,-3.87,0,0.26,0.00598,0.0,0.0955,0.59,152.154,audio_features,4DZ1owekDuxYANUMiqe4mA,spotify:track:4DZ1owekDuxYANUMiqe4mA,https://api.spotify.com/v1/tracks/4DZ1owekDuxYANUMiqe4mA,https://api.spotify.com/v1/audio-analysis/4DZ1owekDuxYANUMiqe4mA,173684,4,4
0.744,0.714,9,-6.09,1,0.0333,0.132,0.0,0.262,0.614,119.964,audio_features,3p94RpSxQdZocUfrzpemmm,spotify:track:3p94RpSxQdZocUfrzpemmm,https://api.spotify.com/v1/tracks/3p94RpSxQdZocUfrzpemmm,https://api.spotify.com/v1/audio-analysis/3p94RpSxQdZocUfrzpemmm,136000,4,6
0.834,0.6,5,-5.433,1,0.0313,0.245,0.0,0.0694,0.694,125.954,audio_features,16Azhyv8164hYxI8Ax3F5k,spotify:track:16Azhyv8164hYxI8Ax3F5k,https://api.spotify.com/v1/tracks/16Azhyv8164hYxI8Ax3F5k,https://api.spotify.com/v1/audio-analysis/16Azhyv8164hYxI8Ax3F5k,131429,4,0
0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,audio_features,6qyS9qBy0mEk3qYaH8mPss,spotify:track:6qyS9qBy0mEk3qYaH8mPss,https://api.spotify.com/v1/tracks/6qyS9qBy0mEk3qYaH8mPss,https://api.spotify.com/v1/audio-analysis/6qyS9qBy0mEk3qYaH8mPss,145000,4,6
0.673,0.706,8,-8.4,1,0.115,0.0603,2.75e-06,0.426,0.516,74.972,audio_features,7wOqBOryVGD3nqDUihDSwL,spotify:track:7wOqBOryVGD3nqDUihDSwL,https://api.spotify.com/v1/tracks/7wOqBOryVGD3nqDUihDSwL,https://api.spotify.com/v1/audio-analysis/7wOqBOryVGD3nqDUihDSwL,247608,4,6
0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,audio_features,2WYs5LxOZfEyURXu7V0O1a,spotify:track:2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/tracks/2WYs5LxOZfEyURXu7V0O1a,https://api.spotify.com/v1/audio-analysis/2WYs5LxOZfEyURXu7V0O1a,141505,5,4
0.388,0.855,4,-4.229,0,0.0644,0.0181,8.11e-05,0.137,0.32,80.121,audio_features,7kUljt0NM5sISL3OGNVxYd,spotify:track:7kUljt0NM5sISL3OGNVxYd,https://api.spotify.com/v1/tracks/7kUljt0NM5sISL3OGNVxYd,https://api.spotify.com/v1/audio-analysis/7kUljt0NM5sISL3OGNVxYd,223520,4,2
0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134,audio_features,7uCBGNn991AM68fR4tSDco,spotify:track:7uCBGNn991AM68fR4tSDco,https://api.spotify.com/v1/tracks/7uCBGNn991AM68fR4tSDco,https://api.spotify.com/v1/audio-analysis/7uCBGNn991AM68fR4tSDco,237375,4,5
0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,audio_features,7vguMCv8uVuZLiQJ156u3Z,spotify:track:7vguMCv8uVuZLiQJ156u3Z,https://api.spotify.com/v1/tracks/7vguMCv8uVuZLiQJ156u3Z,https://api.spotify.com/v1/audio-analysis/7vguMCv8uVuZLiQJ156u3Z,180691,4,2
0.507,0.864,6,-1.421,0,0.168,0.343,2.57e-05,0.0891,0.41,150.075,audio_features,3lj59hy6FrRDyYNo8Onuud,spotify:track:3lj59hy6FrRDyYNo8Onuud,https://api.spotify.com/v1/tracks/3lj59hy6FrRDyYNo8Onuud,https://api.spotify.com/v1/audio-analysis/3lj59hy6FrRDyYNo8Onuud,176000,4,5
0.498,0.598,4,-6.638,0,0.0377,0.00786,0.0,0.111,0.0573,140.078,audio_features,1FpVJ7HpZInE2GvhVE2TwT,spotify:track:1FpVJ7HpZInE2GvhVE2TwT,https://api.spotify.com/v1/tracks/1FpVJ7HpZInE2GvhVE2TwT,https://api.spotify.com/v1/audio-analysis/1FpVJ7HpZInE2GvhVE2TwT,235000,4,5
0.874,0.652,9,-8.915,0,0.114,0.15,6.34e-06,0.106,0.503,102.963,audio_features,7rYCenkV4OXJgiUuKrhDCb,spotify:track:7rYCenkV4OXJgiUuKrhDCb,https://api.spotify.com/v1/tracks/7rYCenkV4OXJgiUuKrhDCb,https://api.spotify.com/v1/audio-analysis/7rYCenkV4OXJgiUuKrhDCb,144588,4,3
0.707,0.571,0,-7.803,1,0.0458,0.633,0.0,0.268,0.369,129.929,audio_features,2HLUBRcVUVHUClLk9pGh2z,spotify:track:2HLUBRcVUVHUClLk9pGh2z,https://api.spotify.com/v1/tracks/2HLUBRcVUVHUClLk9pGh2z,https://api.spotify.com/v1/audio-analysis/2HLUBRcVUVHUClLk9pGh2z,167019,4,0
0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,audio_features,3o9kpgkIcffx0iSwxhuNI2,spotify:track:3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/tracks/3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/audio-analysis/3o9kpgkIcffx0iSwxhuNI2,169238,4,3
0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,audio_features,1Xi84slp6FryDSCbzq4UCD,spotify:track:1Xi84slp6FryDSCbzq4UCD,https://api.spotify.com/v1/tracks/1Xi84slp6FryDSCbzq4UCD,https://api.spotify.com/v1/audio-analysis/1Xi84slp6FryDSCbzq4UCD,183624,3,2
0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5,4
0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,audio_features,4NZrZgrRoR4GwR7flWOXRI,spotify:track:4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/tracks/4NZrZgrRoR4GwR7flWOXRI,https://api.spotify.com/v1/audio-analysis/4NZrZgrRoR4GwR7flWOXRI,129600,4,2
0.68,0.697,5,-7.01,1,0.0484,0.121,0.0,0.661,0.684,116.033,audio_features,68EkhVWIeULhHxcbi1QhzK,spotify:track:68EkhVWIeULhHxcbi1QhzK,https://api.spotify.com/v1/tracks/68EkhVWIeULhHxcbi1QhzK,https://api.spotify.com/v1/audio-analysis/68EkhVWIeULhHxcbi1QhzK,180747,4,7
0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4,6
0.915,0.46,10,-6.654,1,0.102,0.0614,1.17e-05,0.117,0.453,114.008,audio_features,4DQ7mmVJh2ojxjmhJSOF4R,spotify:track:4DQ7mmVJh2ojxjmhJSOF4R,https://api.spotify.com/v1/tracks/4DQ7mmVJh2ojxjmhJSOF4R,https://api.spotify.com/v1/audio-analysis/4DQ7mmVJh2ojxjmhJSOF4R,120539,4,6
0.65,0.971,5,-4.088,0,0.209,0.00656,0.0327,0.258,0.2,139.97,audio_features,6pAzrdqZKo4AnRWDKStG7R,spotify:track:6pAzrdqZKo4AnRWDKStG7R,https://api.spotify.com/v1/tracks/6pAzrdqZKo4AnRWDKStG7R,https://api.spotify.com/v1/audio-analysis/6pAzrdqZKo4AnRWDKStG7R,197250,4,5
0.883,0.803,1,-6.812,0,0.308,0.00677,7.28e-06,0.0535,0.924,75.0,audio_features,5BXmnj6Qglm67cEQ3dOi20,spotify:track:5BXmnj6Qglm67cEQ3dOi20,https://api.spotify.com/v1/tracks/5BXmnj6Qglm67cEQ3dOi20,https://api.spotify.com/v1/audio-analysis/5BXmnj6Qglm67cEQ3dOi20,106878,4,4
0.782,0.728,5,-5.93,1,0.0768,0.427,0.0,0.25,0.876,97.975,audio_features,4ZUpTMKPYFTfJqamWFU9Zv,spotify:track:4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/tracks/4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/audio-analysis/4ZUpTMKPYFTfJqamWFU9Zv,140667,4,0
