danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.673,0.376,4,-9.906,0,0.0402,0.249,0.806,0.0827,0.685,75.989,audio_features,67EO0B6GkBqNPd4bCGSXWd,spotify:track:67EO0B6GkBqNPd4bCGSXWd,https://api.spotify.com/v1/tracks/67EO0B6GkBqNPd4bCGSXWd,https://api.spotify.com/v1/audio-analysis/67EO0B6GkBqNPd4bCGSXWd,239413,4,2
0.62,0.821,5,-7.416,1,0.0352,0.551,0.142,0.343,0.895,75.993,audio_features,6QSPAUU7RkYFSJ3fNeXBIU,spotify:track:6QSPAUU7RkYFSJ3fNeXBIU,https://api.spotify.com/v1/tracks/6QSPAUU7RkYFSJ3fNeXBIU,https://api.spotify.com/v1/audio-analysis/6QSPAUU7RkYFSJ3fNeXBIU,267279,4,6
0.621,0.481,0,-11.53,1,0.0263,0.547,0.7,0.098,0.656,96.043,audio_features,2vVr109NAfW4BM8VSjUieM,spotify:track:2vVr109NAfW4BM8VSjUieM,https://api.spotify.com/v1/tracks/2vVr109NAfW4BM8VSjUieM,https://api.spotify.com/v1/audio-analysis/2vVr109NAfW4BM8VSjUieM,261693,4,2
0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4,3
0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,audio_features,6etwirSInfuJrSOlogS6Sh,spotify:track:6etwirSInfuJrSOlogS6Sh,https://api.spotify.com/v1/tracks/6etwirSInfuJrSOlogS6Sh,https://api.spotify.com/v1/audio-analysis/6etwirSInfuJrSOlogS6Sh,284733,4,4
0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,audio_features,65rRB2mspD309xE6YimZTl,spotify:track:65rRB2mspD309xE6YimZTl,https://api.spotify.com/v1/tracks/65rRB2mspD309xE6YimZTl,https://api.spotify.com/v1/audio-analysis/65rRB2mspD309xE6YimZTl,293613,5,4
0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307,audio_features,3dgQqOiQ9fCKVhNOedd2lf,spotify:track:3dgQqOiQ9fCKVhNOedd2lf,https://api.spotify.com/v1/tracks/3dgQqOiQ9fCKVhNOedd2lf,https://api.spotify.com/v1/audio-analysis/3dgQqOiQ9fCKVhNOedd2lf,174120,4,6
0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4,0
0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,audio_features,0k6DnZMLoEUH8NGD5zh2SE,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227,4,6
0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,audio_features,3nAq2hCr1oWsIU54tS98pL,spotify:track:3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/tracks/3nAq2hCr1oWsIU54tS98pL,https://api.spotify.com/v1/audio-analysis/3nAq2hCr1oWsIU54tS98pL,181573,4,6
0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,audio_features,4qikXelSRKvoCqFcHLB2H2,spotify:track:4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/tracks/4qikXelSRKvoCqFcHLB2H2,https://api.spotify.com/v1/audio-analysis/4qikXelSRKvoCqFcHLB2H2,329320,4,4
0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,1auxYwYrFRqZP7t3s7w4um,spotify:track:1auxYwYrFRqZP7t3s7w4um,https://api.spotify.com/v1/tracks/1auxYwYrFRqZP7t3s7w4um,https://api.spotify.com/v1/audio-analysis/1auxYwYrFRqZP7t3s7w4um,219333,4,4
0.828,0.792,10,-5.435,0,0.179,0.182,0.0,0.281,0.777,134.199,audio_features,2tOZtdbkAMQASWokLvSlzj,spotify:track:2tOZtdbkAMQASWokLvSlzj,https://api.spotify.com/v1/tracks/2tOZtdbkAMQASWokLvSlzj,https://api.spotify.com/v1/audio-analysis/2tOZtdbkAMQASWokLvSlzj,233360,4,3
0.716,0.458,8,-5.793,1,0.305,0.00413,0.000438,0.0893,0.173,148.027,audio_features,5IU7KdAPXR3OjcRCAVt0oQ,spotify:track:5IU7KdAPXR3OjcRCAVt0oQ,https://api.spotify.com/v1/tracks/5IU7KdAPXR3OjcRCAVt0oQ,https://api.spotify.com/v1/audio-analysis/5IU7KdAPXR3OjcRCAVt0oQ,247880,4,4
0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,72TFWvU3wUYdUuxejTTIzt,spotify:track:72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,219320,4,6
0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,audio_features,1hvInhBgFlH88UaZrLJ43O,spotify:track:1hvInhBgFlH88UaZrLJ43O,https://api.spotify.com/v1/tracks/1hvInhBgFlH88UaZrLJ43O,https://api.spotify.com/v1/audio-analysis/1hvInhBgFlH88UaZrLJ43O,248587,4,4
0.691,0.901,6,-1.872,0,0.363,0.0171,1.92e-05,0.076,0.757,173.415,audio_features,16rzBmxDZY8ZGGK2lWTPtf,spotify:track:16rzBmxDZY8ZGGK2lWTPtf,https://api.spotify.com/v1/tracks/16rzBmxDZY8ZGGK2lWTPtf,https://api.spotify.com/v1/audio-analysis/16rzBmxDZY8ZGGK2lWTPtf,240747,4,4
0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4,0
0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967,audio_features,4X5f3vT8MRuXF68pfjNte5,spotify:track:4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/tracks/4X5f3vT8MRuXF68pfjNte5,https://api.spotify.com/v1/audio-analysis/4X5f3vT8MRuXF68pfjNte5,233787,4,0
0.572,0.748,2,-5.52,0,0.173,0.396,0.0,0.309,0.62,145.076,audio_features,6lxyoqQJXYpUXM3hc46zX4,spotify:track:6lxyoqQJXYpUXM3hc46zX4,https://api.spotify.com/v1/tracks/6lxyoqQJXYpUXM3hc46zX4,https://api.spotify.com/v1/audio-analysis/6lxyoqQJXYpUXM3hc46zX4,316053,4,5
0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,audio_features,3uqinR4FCjLv28bkrTdNX5,spotify:track:3uqinR4FCjLv28bkrTdNX5,https://api.spotify.com/v1/tracks/3uqinR4FCjLv28bkrTdNX5,https://api.spotify.com/v1/audio-analysis/3uqinR4FCjLv28bkrTdNX5,221840,4,4
0.93,0.71,10,-5.262,0,0.0692,0.25,2.17e-05,0.12,0.457,99.053,audio_features,1JzC9MScDhIomsiRIZYJO8,spotify:track:1JzC9MScDhIomsiRIZYJO8,https://api.spotify.com/v1/tracks/1JzC9MScDhIomsiRIZYJO8,https://api.spotify.com/v1/audio-analysis/1JzC9MScDhIomsiRIZYJO8,216413,4,3
0.551,0.927,6,-2.263,0,0.43,0.0508,0.0,0.0739,0.839,171.4,audio_features,05VHidqx1tV6V7MsCdAIby,spotify:track:05VHidqx1tV6V7MsCdAIby,https://api.spotify.com/v1/tracks/05VHidqx1tV6V7MsCdAIby,https://api.spotify.com/v1/audio-analysis/05VHidqx1tV6V7MsCdAIby,192040,4,4
0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,audio_features,5A6OHHy73AR5tLxgTc98zz,spotify:track:5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz,https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz,217667,4,5
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,0j2T0R9dR9qdJYsB7ciXhf,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4,3
0.465,0.735,6,-3.715,1,0.117,0.0711,0.0,0.0975,0.409,173.935,audio_features,19a3JfW8BQwqHWUMbcqSx8,spotify:track:19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/tracks/19a3JfW8BQwqHWUMbcqSx8,https://api.spotify.com/v1/audio-analysis/19a3JfW8BQwqHWUMbcqSx8,196040,4,5
0.861,0.651,9,-4.718,0,0.111,0.0739,0.0,0.211,0.421,122.985,audio_features,79reBHqpRoWXaQbjBBY3UC,spotify:track:79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/tracks/79reBHqpRoWXaQbjBBY3UC,https://api.spotify.com/v1/audio-analysis/79reBHqpRoWXaQbjBBY3UC,310907,4,3
0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,audio_features,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7,https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7,267067,4,0
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4,0
0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,audio_features,7FYH5AW3bVfZHJIQpq3UOA,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/tracks/7FYH5AW3bVfZHJIQpq3UOA,https://api.spotify.com/v1/audio-analysis/7FYH5AW3bVfZHJIQpq3UOA,284387,4,0
0.506,0.745,1,-6.041,1,0.332,0.0594,0.0,0.373,0.284,161.798,audio_features,25ypHCQpDX2nrDFly7eZLZ,spotify:track:25ypHCQpDX2nrDFly7eZLZ,https://api.spotify.com/v1/tracks/25ypHCQpDX2nrDFly7eZLZ,https://api.spotify.com/v1/audio-analysis/25ypHCQpDX2nrDFly7eZLZ,192947,4,4
0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4,0
0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,audio_features,3hsmbFKT5Cujb5GQjqEU39,spotify:track:3hsmbFKT5Cujb5GQjqEU39,https://api.spotify.com/v1/tracks/3hsmbFKT5Cujb5GQjqEU39,https://api.spotify.com/v1/audio-analysis/3hsmbFKT5Cujb5GQjqEU39,222587,4,3
0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,audio_features,4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,161507,4,3
0.639,0.709,3,-6.386,0,0.332,0.191,0.0,0.0758,0.376,104.964,audio_features,5zN3VFmNhdOKxRElarvVq5,spotify:track:5zN3VFmNhdOKxRElarvVq5,https://api.spotify.com/v1/tracks/5zN3VFmNhdOKxRElarvVq5,https://api.spotify.com/v1/audio-analysis/5zN3VFmNhdOKxRElarvVq5,229493,4,4
0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,audio_features,0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/tracks/0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/audio-analysis/0CAfXk7DXMnon4gLudAp7J,231400,4,3
0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,3QHPHLAkYV5cQBUYs6rowx,spotify:track:3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/tracks/3QHPHLAkYV5cQBUYs6rowx,https://api.spotify.com/v1/audio-analysis/3QHPHLAkYV5cQBUYs6rowx,207627,4,4
0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,audio_features,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,249533,4,3
0.93,0.332,1,-10.929,1,0.359,0.0434,3.67e-05,0.122,0.255,98.966,audio_features,7rPLYmabWMobWhoIqZe6rh,spotify:track:7rPLYmabWMobWhoIqZe6rh,https://api.spotify.com/v1/tracks/7rPLYmabWMobWhoIqZe6rh,https://api.spotify.com/v1/audio-analysis/7rPLYmabWMobWhoIqZe6rh,208440,4,4
0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,audio_features,1V4jC0vJ5525lEF1bFgPX2,spotify:track:1V4jC0vJ5525lEF1bFgPX2,https://api.spotify.com/v1/tracks/1V4jC0vJ5525lEF1bFgPX2,https://api.spotify.com/v1/audio-analysis/1V4jC0vJ5525lEF1bFgPX2,222133,4,0
0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,audio_features,3bMNprrp2JDKZsGbiXpsJl,spotify:track:3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,216933,4,4
0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,audio_features,0x3TibRgnSqzkcwrqBd4iX,spotify:track:0x3TibRgnSqzkcwrqBd4iX,https://api.spotify.com/v1/tracks/0x3TibRgnSqzkcwrqBd4iX,https://api.spotify.com/v1/audio-analysis/0x3TibRgnSqzkcwrqBd4iX,228453,4,5
0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,audio_features,6GgPsuz0HEO0nrO2T0QhDv,spotify:track:6GgPsuz0HEO0nrO2T0QhDv,https://api.spotify.com/v1/tracks/6GgPsuz0HEO0nrO2T0QhDv,https://api.spotify.com/v1/audio-analysis/6GgPsuz0HEO0nrO2T0QhDv,263773,4,0
0.887,0.673,10,-6.846,0,0.0503,0.0743,4.06e-05,0.124,0.491,105.113,audio_features,3keUgTGEoZJt0QkzTB6kHg,spotify:track:3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,219227,4,3
0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,audio_features,2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,202613,4,0
0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,audio_features,0k2GOhqsrxDTAbFFSdNJjT,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT,218573,4,3
0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,audio_features,66TRwr5uJwPt15mfFkzhbi,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4,0
0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,audio_features,0r2Bul2NuCViraT2zX1l5j,spotify:track:0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/tracks/0r2Bul2NuCViraT2zX1l5j,https://api.spotify.com/v1/audio-analysis/0r2Bul2NuCViraT2zX1l5j,334067,4,2
0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140.01,audio_features,5RIVoVdkDLEygELLCniZFr,spotify:track:5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,185143,4,6
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4,0
0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,audio_features,2QtxlzvSBONjs1bDC34ixs,spotify:track:2QtxlzvSBONjs1bDC34ixs,https://api.spotify.com/v1/tracks/2QtxlzvSBONjs1bDC34ixs,https://api.spotify.com/v1/audio-analysis/2QtxlzvSBONjs1bDC34ixs,241667,4,3
0.766,0.809,1,-6.123,1,0.279,0.0011,0.0,0.168,0.325,130.127,audio_features,722tgOgdIbNe3BEyLnejw4,spotify:track:722tgOgdIbNe3BEyLnejw4,https://api.spotify.com/v1/tracks/722tgOgdIbNe3BEyLnejw4,https://api.spotify.com/v1/audio-analysis/722tgOgdIbNe3BEyLnejw4,188013,4,4
0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,audio_features,4cAgkb0ifwn0FSHGXnr4F6,spotify:track:4cAgkb0ifwn0FSHGXnr4F6,https://api.spotify.com/v1/tracks/4cAgkb0ifwn0FSHGXnr4F6,https://api.spotify.com/v1/audio-analysis/4cAgkb0ifwn0FSHGXnr4F6,256093,4,5
0.703,0.681,2,-6.356,1,0.133,0.00589,0.0,0.449,0.245,124.928,audio_features,04a1HkNH7LFsG5mEiLN7vl,spotify:track:04a1HkNH7LFsG5mEiLN7vl,https://api.spotify.com/v1/tracks/04a1HkNH7LFsG5mEiLN7vl,https://api.spotify.com/v1/audio-analysis/04a1HkNH7LFsG5mEiLN7vl,308333,4,7
0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,audio_features,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/tracks/7yyRTcZmCiyzzJlNzGC9Ol,https://api.spotify.com/v1/audio-analysis/7yyRTcZmCiyzzJlNzGC9Ol,225205,4,6
0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,audio_features,4Kz4RdRCceaA9VgTqBhBfa,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/tracks/4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/audio-analysis/4Kz4RdRCceaA9VgTqBhBfa,181573,4,4
0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,audio_features,61LtVmmkGr8P9I2tSPvdpf,spotify:track:61LtVmmkGr8P9I2tSPvdpf,https://api.spotify.com/v1/tracks/61LtVmmkGr8P9I2tSPvdpf,https://api.spotify.com/v1/audio-analysis/61LtVmmkGr8P9I2tSPvdpf,237480,4,6
0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,audio_features,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,177000,4,3
0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,audio_features,3ZAMtgYJFoHwJjFkhkXqKr,spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,https://api.spotify.com/v1/tracks/3ZAMtgYJFoHwJjFkhkXqKr,https://api.spotify.com/v1/audio-analysis/3ZAMtgYJFoHwJjFkhkXqKr,220293,4,4
0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,audio_features,0M9ydKzuF3oZTfYYPfaGX1,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/tracks/0M9ydKzuF3oZTfYYPfaGX1,https://api.spotify.com/v1/audio-analysis/0M9ydKzuF3oZTfYYPfaGX1,343150,4,4
0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,5D2mYZuzcgjpchVY1pmTPh,spotify:track:5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/tracks/5D2mYZuzcgjpchVY1pmTPh,https://api.spotify.com/v1/audio-analysis/5D2mYZuzcgjpchVY1pmTPh,209107,5,4
0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4,0
0.916,0.571,10,-8.241,0,0.201,0.0173,1.11e-06,0.153,0.498,103.521,audio_features,20bLudc6r1NChyZcrjRd7T,spotify:track:20bLudc6r1NChyZcrjRd7T,https://api.spotify.com/v1/tracks/20bLudc6r1NChyZcrjRd7T,https://api.spotify.com/v1/audio-analysis/20bLudc6r1NChyZcrjRd7T,183695,4,3
0.773,0.664,0,-5.603,1,0.211,0.218,0.000117,0.105,0.472,140.161,audio_features,35rSpXB5bk9ega9jsjcRts,spotify:track:35rSpXB5bk9ega9jsjcRts,https://api.spotify.com/v1/tracks/35rSpXB5bk9ega9jsjcRts,https://api.spotify.com/v1/audio-analysis/35rSpXB5bk9ega9jsjcRts,321987,4,0
0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190.05,audio_features,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,196693,4,7
0.883,0.763,7,-6.997,1,0.273,0.0109,0.00219,0.551,0.391,97.015,audio_features,2nZ3DQaL3Q9AB4UcQCE36b,spotify:track:2nZ3DQaL3Q9AB4UcQCE36b,https://api.spotify.com/v1/tracks/2nZ3DQaL3Q9AB4UcQCE36b,https://api.spotify.com/v1/audio-analysis/2nZ3DQaL3Q9AB4UcQCE36b,227813,4,7
0.919,0.506,1,-7.14,1,0.304,0.132,0.0,0.0771,0.273,97.465,audio_features,2LvRR121MWFmmEGkuV2vQP,spotify:track:2LvRR121MWFmmEGkuV2vQP,https://api.spotify.com/v1/tracks/2LvRR121MWFmmEGkuV2vQP,https://api.spotify.com/v1/audio-analysis/2LvRR121MWFmmEGkuV2vQP,220240,4,4
0.926,0.669,1,-11.271,1,0.301,0.0051,0.0,0.0887,0.642,128.462,audio_features,1SAkL1mYNJlaqnBQxVZrRl,spotify:track:1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/tracks/1SAkL1mYNJlaqnBQxVZrRl,https://api.spotify.com/v1/audio-analysis/1SAkL1mYNJlaqnBQxVZrRl,262827,4,4
0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,audio_features,7iL6o9tox1zgHpKUfh9vuC,spotify:track:7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/tracks/7iL6o9tox1zgHpKUfh9vuC,https://api.spotify.com/v1/audio-analysis/7iL6o9tox1zgHpKUfh9vuC,193467,4,4
0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,audio_features,5eqiMMbaeUZ32Q7sS00H35,spotify:track:5eqiMMbaeUZ32Q7sS00H35,https://api.spotify.com/v1/tracks/5eqiMMbaeUZ32Q7sS00H35,https://api.spotify.com/v1/audio-analysis/5eqiMMbaeUZ32Q7sS00H35,260240,4,6
0.843,0.538,1,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49,audio_features,1UMKquW1olreYO1LlLmTqi,spotify:track:1UMKquW1olreYO1LlLmTqi,https://api.spotify.com/v1/tracks/1UMKquW1olreYO1LlLmTqi,https://api.spotify.com/v1/audio-analysis/1UMKquW1olreYO1LlLmTqi,208160,4,0
0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,audio_features,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,185947,4,4
0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,audio_features,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360,4,3
0.932,0.819,8,-3.484,0,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,audio_features,7IAa7vUJ11STN7le8XaxsH,spotify:track:7IAa7vUJ11STN7le8XaxsH,https://api.spotify.com/v1/tracks/7IAa7vUJ11STN7le8XaxsH,https://api.spotify.com/v1/audio-analysis/7IAa7vUJ11STN7le8XaxsH,192773,4,3
0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,audio_features,0UaMYEvWZi0ZqiDOoHU3YI,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/tracks/0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/audio-analysis/0UaMYEvWZi0ZqiDOoHU3YI,226864,4,3
